dataset,model,selection_type,k,pr_auc_cv,pr_auc_test,pr_auc_diff,pr_auc_diff_percent,k_percent,pr_auc_test_percent
uci_mushroom,svc,mutual_info,17,0.9936978987903792,0.9907017814369046,0.0029961173534746033,0.003024237373560652,17.0,99.07017814369046
uci_mushroom,svc,relieff,30,1.0,1.0,0.0,0.0,30.0,100.0
uci_mushroom,svc,shap,14,0.9998434340937304,0.999893167062434,-4.9732968703586344e-05,-4.97382823904036e-05,14.0,99.9893167062434
uci_phishing_url,logreg,mrmr,25,0.999991530332092,0.9999999766304128,-8.446298320863299e-06,-8.446298518249808e-06,50.0,99.9999987628573
uci_phishing_url,logreg,mutual_info,16,0.9999929596066992,0.9999999601314384,-7.000524739231295e-06,-7.000525018332158e-06,32.0,99.99999711295985
uci_phishing_url,logreg,relieff,10,0.7054331205531955,0.7051515821365287,0.00028153841666678225,0.00039925942704936295,20.0,70.5151589891899
uci_phishing_url,logreg,shap,10,0.9999945827996236,0.999999519473984,-4.936674360411786e-06,-4.936676732613389e-06,20.0,99.99995304721392
uci_phishing_url,dt,mrmr,4,0.9999776951592076,0.999973282466602,4.412692605648694e-06,4.412810505060741e-06,8.0,99.9973282466602
uci_phishing_url,dt,mutual_info,1,0.9943682947937486,0.9935531405415362,0.0008151542522123467,0.000820443536385026,2.0,99.35531405415362
uci_phishing_url,dt,shap,1,0.9943682947937486,0.9935531405415362,0.0008151542522123467,0.000820443536385026,2.0,99.35531405415362
uci_phishing_url,dt,relieff,1,0.5730647388439778,0.5731103508361843,-4.561199220654011e-05,-7.958675347599448e-05,2.0,57.311035083618435
uci_phishing_url,rf,mrmr,3,0.9996837635709992,0.9996568545578424,2.6909013156828365e-05,2.691825003163758e-05,6.0,99.96568545578424
uci_phishing_url,rf,shap,2,0.9998053835057944,0.9995552590615966,0.0002501244441978079,0.00025023573427309054,4.0,99.95552590615966
uci_phishing_url,rf,mutual_info,3,0.9999999952745188,0.9999246229087664,7.537236575239081e-05,7.537804753035652e-05,6.0,99.99246229087663
uci_phishing_url,rf,relieff,1,0.5730647388439778,0.5731103508361843,-4.561199220654011e-05,-7.958675347599448e-05,2.0,57.311035083618435
uci_phishing_url,xgb,shap,1,0.9943682947937486,0.9935531405415362,0.0008151542522123467,0.000820443536385026,2.0,99.35531405415362
uci_phishing_url,xgb,mrmr,5,0.9999922600347608,0.9999908988856936,1.361149067236056e-06,1.3611614553220504e-06,10.0,99.99908988856936
uci_phishing_url,xgb,mutual_info,9,1.0,0.9999999725015912,2.7498408772252958e-08,2.7498409528415463e-08,18.0,99.99999725015913
uci_phishing_url,xgb,relieff,9,0.6830766176986109,0.6816148882050008,0.00146172949361012,0.002144509339371258,18.0,68.16148882050008
uci_phishing_url,svc,mrmr,21,0.9999885051643572,0.999999990376992,-1.1485212634831932e-05,-1.1485212745354225e-05,42.0,99.99999931263793
uci_phishing_url,svc,mutual_info,12,0.9999776359020148,0.9999941757413496,-1.653983933480596e-05,-1.653993566766935e-05,24.0,99.99941784907209
uci_phishing_url,svc,relieff,12,0.8233954171439383,0.8242770180265244,-0.0008816008825861532,-0.0010695444168719796,24.0,82.4277020292781
uci_phishing_url,svc,shap,15,0.9999932979367232,0.9999999738826056,-6.675945882439471e-06,-6.675946056797787e-06,30.0,99.99999766319928
uci_secondary_mushroom,logreg,mrmr,13,0.7977780871838442,0.8000340055530457,-0.0022559183692014706,-0.0028197781013595846,28.26086956521739,92.03574654945567
uci_secondary_mushroom,logreg,shap,24,0.8649266781486276,0.8631673998180909,0.0017592783305366844,0.0020381658655174483,52.17391304347826,99.29859916953633
uci_secondary_mushroom,logreg,mutual_info,13,0.8456917418913964,0.8449099661497046,0.0007817757416918036,0.0009252769798116992,28.26086956521739,97.19826777601573
uci_secondary_mushroom,logreg,relieff,19,0.7163548039243565,0.721199480194506,-0.004844676270149506,-0.006717526014914635,41.30434782608695,82.96663905541914
uci_secondary_mushroom,dt,mrmr,18,0.9930312254105312,0.9727909336832248,0.02024029172730646,0.020806414848740167,39.130434782608695,97.46895206800673
uci_secondary_mushroom,dt,mutual_info,14,0.99978138111022,0.993467646369031,0.006313734741189014,0.0063552494781936066,30.434782608695652,99.54065879132725
uci_secondary_mushroom,dt,relieff,15,0.7159877717093893,0.7187310362294722,-0.0027432645200828887,-0.0038168165583530407,32.608695652173914,72.0133776892819
uci_secondary_mushroom,dt,shap,14,0.9999097526497512,0.9971419015562836,0.002767851093467666,0.002775784558995824,30.434782608695652,99.90880141101225
uci_secondary_mushroom,rf,relieff,21,0.8309836671298865,0.832617464591479,-0.0016337974615925344,-0.0019622426036837357,45.65217391304348,83.2617464591479
uci_secondary_mushroom,rf,mrmr,21,1.0,0.9941134629431316,0.005886537056868368,0.005921393559484576,45.65217391304348,99.41134629431316
uci_secondary_mushroom,rf,mutual_info,11,1.0,0.9999516171389532,4.8382861046802894e-05,4.8385202061310946e-05,23.91304347826087,99.99516171389531
uci_secondary_mushroom,rf,shap,15,1.0,0.9999871920118756,1.280798812441919e-05,1.2808152171080092e-05,32.608695652173914,99.99871920118755
uci_secondary_mushroom,xgb,mrmr,24,0.999821903710329,0.9990746771464464,0.000747226563882597,0.0007479186300836119,52.17391304347826,99.90746771464464
uci_secondary_mushroom,xgb,mutual_info,14,1.0,0.999977465490472,2.2534509528049362e-05,2.2535017343612407e-05,30.434782608695652,99.99774654904719
uci_secondary_mushroom,xgb,relieff,17,0.7237459756344794,0.7260062711952268,-0.0022602955607473607,-0.0031133278739124775,36.95652173913044,72.60062711952267
uci_secondary_mushroom,xgb,shap,24,1.0,0.9999998682672137,1.3173278634592833e-07,1.317328036994576e-07,52.17391304347826,99.99998682672137
uci_secondary_mushroom,svc,shap,18,0.8411614548982056,0.8408107346477984,0.00035072025040716603,0.00041712151849973334,39.130434782608695,96.67149574992584
uci_secondary_mushroom,svc,mrmr,16,0.7979979832904192,0.801217499914494,-0.003219516624074825,-0.004018280459948032,34.78260869565217,92.11929741857394
uci_secondary_mushroom,svc,mutual_info,26,0.8689456497746508,0.8674984119750658,0.0014472377995849994,0.0016682887018663463,56.52173913043478,99.73988864621658
uci_secondary_mushroom,svc,relieff,26,0.762261227745139,0.7667326376365441,-0.004471409891405043,-0.005831771952721589,56.52173913043478,88.15442984521209
uci_spect_heart,logreg,mrmr,13,0.9623438409484404,0.9677283299418796,-0.00538448899343924,-0.005564050185202933,59.09090909090909,100.85124790967518
uci_spect_heart,logreg,mutual_info,11,0.9666151882694216,0.9580035076510808,0.008611680618340833,0.008989195289540982,50.0,99.83778118210114
uci_spect_heart,logreg,relieff,19,0.9718903930144808,0.954904832289579,0.01698556072490176,0.01778770004145378,86.36363636363636,99.51485452241226
uci_spect_heart,logreg,shap,11,0.9651297332235318,0.9601485664862344,0.004981166737297427,0.005187912486842047,50.0,100.06132724732576
uci_spect_heart,dt,shap,5,0.9635067820277442,0.9365115534321627,0.026995228595581455,0.028825302257776027,22.727272727272727,104.3323988201933
uci_spect_heart,dt,mrmr,12,0.9850250188694916,0.9414827968859704,0.0435422219835212,0.04624855826101187,54.54545454545455,104.88622194469629
uci_spect_heart,dt,mutual_info,5,0.9546487608262346,0.9392196950336484,0.015429065792586183,0.01642753646901902,22.727272727272727,104.63410028729457
uci_spect_heart,dt,relieff,9,0.9761910123623307,0.92111485212573,0.05507616023660078,0.059792934735008504,40.90909090909091,102.61712389877773
uci_spect_heart,rf,shap,10,0.9744549909059612,0.976591329292846,-0.002136338386884762,-0.0021875459291981363,45.45454545454545,101.38402879952712
uci_spect_heart,rf,mrmr,8,0.969542582760972,0.9379157459702316,0.03162683679074041,0.03372033887545397,36.36363636363637,97.36895480101258
uci_spect_heart,rf,mutual_info,18,0.9786239579622756,0.9581812138859584,0.020442744076317187,0.021334945603254395,81.81818181818181,99.472797750644
uci_spect_heart,rf,relieff,14,0.9745270415668024,0.9548304684784892,0.019696573088313185,0.020628345804359842,63.63636363636363,99.12494286119222
uci_spect_heart,xgb,shap,16,0.9738314422192352,0.964468829490687,0.009362612728548214,0.009707532729173204,72.72727272727273,101.3144103787996
uci_spect_heart,xgb,mrmr,9,0.9621575915632328,0.9602652555638812,0.0018923359993515687,0.0019706388296225116,40.90909090909091,100.87283818812244
uci_spect_heart,xgb,mutual_info,9,0.9556790916622434,0.9478759939312744,0.007803097730968989,0.00823219258735099,40.90909090909091,99.57138530654088
